Filename PupX PupY PupR PupQ IriX IriY IriR IriQ PuEX PuEY PuEA PuEB PuET PuEQ IrEX IrEY IrEA IrEB IrET IrEQ OPrUpA OPrUpX OPrUpY OPrUpQ 
2559(r-1-3)110707-115400_e_01_0015.bmp 319 242 47 100 322 242 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 171 34 
2559(r-1-3)110707-115400_e_01_0016.bmp 318 241 48 100 322 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 170 49 
2560(r-1-3)110707-115400_e_00_0000.bmp 318 242 61 90 315 242 125 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 340 172 22 
2560(r-1-3)110707-115400_e_00_0001.bmp 321 242 64 61 316 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 177 26 
2560(r-1-3)110707-115400_e_00_0002.bmp 320 241 60 81 315 241 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 170 23 
2560(r-1-3)110707-115400_e_00_0003.bmp 318 241 60 86 314 241 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 167 31 
2560(r-1-3)110707-115400_e_00_0004.bmp 318 243 56 82 314 243 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 179 33 
2560(r-1-3)110707-115400_e_00_0005.bmp 319 243 58 82 315 243 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 172 30 
2560(r-1-3)110707-115400_e_00_0006.bmp 318 243 57 57 313 243 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 186 29 
2560(r-1-3)110707-115400_e_00_0007.bmp 320 241 58 90 317 241 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 168 33 
2560(r-1-3)110707-115400_e_00_0008.bmp 320 244 58 89 317 244 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 177 34 
2560(r-1-3)110707-115400_e_00_0009.bmp 318 242 55 86 314 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 176 32 
2560(r-1-3)110707-115400_e_00_0010.bmp 319 242 57 91 315 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 177 33 
2560(r-1-3)110707-115400_e_00_0011.bmp 319 241 56 88 315 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 170 33 
2560(r-1-3)110707-115400_e_00_0012.bmp 323 246 52 75 320 246 103 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 180 1 
2560(r-1-3)110707-115400_e_01_0000.bmp 319 243 44 96 322 243 97 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 318 186 29 
2560(r-1-3)110707-115400_e_01_0001.bmp 319 243 59 75 323 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 175 41 
2560(r-1-3)110707-115400_e_01_0002.bmp 320 242 62 71 323 242 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 173 31 
2560(r-1-3)110707-115400_e_01_0003.bmp 318 243 56 77 321 243 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 180 26 
2560(r-1-3)110707-115400_e_01_0004.bmp 320 242 54 79 324 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 199 1 
2560(r-1-3)110707-115400_e_01_0005.bmp 318 244 56 65 321 244 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 313 160 25 
2560(r-1-3)110707-115400_e_01_0006.bmp 318 243 57 69 322 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 161 22 
2560(r-1-3)110707-115400_e_01_0007.bmp 321 241 56 76 324 241 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 177 34 
2560(r-1-3)110707-115400_e_01_0008.bmp 319 241 56 84 323 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 177 32 
2560(r-1-3)110707-115400_e_01_0009.bmp 318 244 50 100 321 244 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 183 31 
2560(r-1-3)110707-115400_e_01_0010.bmp 318 241 54 87 322 241 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 179 26 
2560(r-1-3)110707-115400_e_01_0011.bmp 322 241 56 71 325 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 181 40 
2561(r-1-3)110707-115400_e_00_0000.bmp 318 242 49 100 315 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 169 33 
2561(r-1-3)110707-115400_e_00_0001.bmp 319 242 53 81 313 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 313 164 37 
2561(r-1-3)110707-115400_e_00_0002.bmp 319 244 42 100 312 244 123 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 158 40 
2561(r-1-3)110707-115400_e_00_0003.bmp 317 242 46 100 312 242 123 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 349 171 35 
2561(r-1-3)110707-115400_e_00_0004.bmp 318 242 43 100 313 242 124 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 261 149 17 
2561(r-1-3)110707-115400_e_00_0005.bmp 319 241 43 100 314 241 124 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 314 142 40 
2561(r-1-3)110707-115400_e_00_0006.bmp 318 241 46 100 313 241 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 314 162 37 
2561(r-1-3)110707-115400_e_00_0007.bmp 318 243 47 100 313 243 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 314 170 48 
2561(r-1-3)110707-115400_e_00_0008.bmp 317 242 47 100 313 242 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 297 160 32 
2561(r-1-3)110707-115400_e_00_0009.bmp 304 229 47 83 299 234 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 318 207 38 
2561(r-1-3)110707-115400_e_00_0010.bmp 319 242 48 100 316 242 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 158 39 
2561(r-1-3)110707-115400_e_01_0000.bmp 318 242 39 100 324 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 307 171 26 
2561(r-1-3)110707-115400_e_01_0001.bmp 318 242 48 92 323 242 124 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 131 1 
2561(r-1-3)110707-115400_e_01_0002.bmp 321 242 40 100 326 242 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 310 169 37 
2561(r-1-3)110707-115400_e_01_0003.bmp 320 242 45 100 326 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 326 166 30 
2561(r-1-3)110707-115400_e_01_0004.bmp 319 242 46 100 324 242 124 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 324 196 19 
2561(r-1-3)110707-115400_e_01_0005.bmp 319 240 45 96 325 240 122 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 308 177 41 
2561(r-1-3)110707-115400_e_01_0006.bmp 318 242 43 100 323 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 323 135 31 
2561(r-1-3)110707-115400_e_01_0007.bmp 320 244 45 100 325 244 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 309 176 23 
2561(r-1-3)110707-115400_e_01_0008.bmp 321 240 43 100 327 240 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 311 170 33 
2561(r-1-3)110707-115400_e_01_0009.bmp 318 243 46 100 323 243 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 307 171 35 
2561(r-1-3)110707-115400_e_01_0010.bmp 319 245 45 100 324 245 125 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 308 176 31 
2562(r-1-3)110707-115400_e_00_0000.bmp 319 242 49 100 319 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 337 178 34 
2562(r-1-3)110707-115400_e_00_0001.bmp 320 244 49 100 317 244 111 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 301 172 15 
2562(r-1-3)110707-115400_e_00_0002.bmp 319 242 56 96 317 242 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 157 40 
2562(r-1-3)110707-115400_e_00_0003.bmp 320 242 56 97 317 242 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 168 39 
2562(r-1-3)110707-115400_e_00_0004.bmp 319 242 60 82 317 242 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 168 42 
2562(r-1-3)110707-115400_e_00_0005.bmp 318 242 59 90 317 242 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 167 42 
2562(r-1-3)110707-115400_e_00_0006.bmp 319 241 58 62 317 241 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 179 43 
2562(r-1-3)110707-115400_e_00_0007.bmp 319 241 58 76 318 241 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 177 39 
2562(r-1-3)110707-115400_e_00_0008.bmp 319 243 59 78 318 243 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 171 42 
2562(r-1-3)110707-115400_e_00_0009.bmp 319 243 59 64 318 243 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 328 178 48 
2562(r-1-3)110707-115400_e_01_0000.bmp 319 243 48 96 323 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 195 39 
2562(r-1-3)110707-115400_e_01_0001.bmp 320 242 52 66 324 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 173 48 
2562(r-1-3)110707-115400_e_01_0002.bmp 320 241 57 69 325 241 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 156 41 
2562(r-1-3)110707-115400_e_01_0003.bmp 319 243 60 97 324 243 113 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 320 136 26 
2562(r-1-3)110707-115400_e_01_0004.bmp 319 242 61 74 323 242 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 169 44 
2562(r-1-3)110707-115400_e_01_0005.bmp 320 242 60 69 324 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 171 37 
2562(r-1-3)110707-115400_e_01_0006.bmp 318 243 61 73 323 243 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 158 42 
2562(r-1-3)110707-115400_e_01_0007.bmp 321 228 59 52 326 228 112 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 326 191 26 
2562(r-1-3)110707-115400_e_01_0008.bmp 320 243 58 83 323 243 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 165 48 
2562(r-1-3)110707-115400_e_01_0009.bmp 318 243 61 65 322 243 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 175 53 
2563(r-1-3)110707-115400_e_00_0000.bmp 320 242 45 100 313 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 178 47 
2563(r-1-3)110707-115400_e_00_0001.bmp 318 241 45 100 312 241 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 162 40 
2563(r-1-3)110707-115400_e_00_0002.bmp 320 243 45 100 313 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 173 33 
2563(r-1-3)110707-115400_e_00_0003.bmp 319 242 47 100 314 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 177 46 
2563(r-1-3)110707-115400_e_00_0004.bmp 318 243 48 100 312 243 100 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 330 167 38 
2563(r-1-3)110707-115400_e_00_0005.bmp 321 244 44 100 315 244 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 168 37 
2563(r-1-3)110707-115400_e_00_0006.bmp 319 244 48 100 313 244 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 168 31 
2563(r-1-3)110707-115400_e_00_0007.bmp 319 245 41 87 313 245 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 166 34 
2563(r-1-3)110707-115400_e_00_0008.bmp 320 241 44 100 313 241 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 161 31 
2563(r-1-3)110707-115400_e_00_0009.bmp 320 242 41 100 313 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 163 37 
2563(r-1-3)110707-115400_e_00_0010.bmp 319 241 44 96 313 241 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 175 40 
2563(r-1-3)110707-115400_e_01_0000.bmp 320 242 45 100 326 242 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 165 37 
2563(r-1-3)110707-115400_e_01_0001.bmp 320 241 47 100 326 241 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 165 42 
2563(r-1-3)110707-115400_e_01_0002.bmp 318 243 48 100 325 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 165 38 
2563(r-1-3)110707-115400_e_01_0003.bmp 319 242 46 100 325 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 165 38 
2563(r-1-3)110707-115400_e_01_0004.bmp 321 242 49 100 327 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 164 39 
2563(r-1-3)110707-115400_e_01_0005.bmp 322 241 43 100 328 241 101 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 329 165 37 
2563(r-1-3)110707-115400_e_01_0006.bmp 318 244 46 100 324 244 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 164 34 
2563(r-1-3)110707-115400_e_01_0007.bmp 318 243 42 100 324 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 164 36 
2563(r-1-3)110707-115400_e_01_0008.bmp 321 242 44 100 328 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 329 160 41 
2563(r-1-3)110707-115400_e_01_0009.bmp 319 243 46 100 325 243 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 163 39 
2563(r-1-3)110707-115400_e_01_0010.bmp 318 243 45 100 325 243 101 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 163 32 
2564(r-1-3)110707-115400_e_00_0000.bmp 321 240 48 100 314 240 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 168 37 
2564(r-1-3)110707-115400_e_00_0001.bmp 320 242 48 100 313 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 177 36 
2564(r-1-3)110707-115400_e_00_0002.bmp 319 242 52 97 313 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 174 39 
2564(r-1-3)110707-115400_e_00_0003.bmp 318 242 53 97 311 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 172 35 
2564(r-1-3)110707-115400_e_00_0004.bmp 320 239 54 96 312 239 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 170 30 
2564(r-1-3)110707-115400_e_00_0005.bmp 319 242 53 97 312 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 162 43 
2564(r-1-3)110707-115400_e_00_0006.bmp 319 243 52 79 311 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 166 41 
2564(r-1-3)110707-115400_e_00_0007.bmp 318 242 56 49 311 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 178 28 
2564(r-1-3)110707-115400_e_00_0008.bmp 319 242 56 81 310 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 302 163 35 
2564(r-1-3)110707-115400_e_00_0009.bmp 317 241 57 55 309 241 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 310 181 31 
2564(r-1-3)110707-115400_e_00_0010.bmp 320 242 54 90 314 242 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 179 38 
2564(r-1-3)110707-115400_e_00_0011.bmp 319 241 58 97 312 241 114 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 312 140 21 
2564(r-1-3)110707-115400_e_01_0000.bmp 319 242 47 100 324 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 175 39 
2564(r-1-3)110707-115400_e_01_0001.bmp 321 243 47 100 325 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 180 33 
2564(r-1-3)110707-115400_e_01_0002.bmp 319 242 49 100 325 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 178 44 
2564(r-1-3)110707-115400_e_01_0003.bmp 319 243 52 81 324 243 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 178 44 
2564(r-1-3)110707-115400_e_01_0004.bmp 320 241 52 73 325 241 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 178 27 
2564(r-1-3)110707-115400_e_01_0005.bmp 319 242 55 89 324 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 360 168 33 
2564(r-1-3)110707-115400_e_01_0006.bmp 319 244 45 100 324 244 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 161 30 
2564(r-1-3)110707-115400_e_01_0007.bmp 320 242 48 100 325 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 173 43 
2564(r-1-3)110707-115400_e_01_0008.bmp 319 244 59 83 325 244 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 167 31 
2564(r-1-3)110707-115400_e_01_0009.bmp 319 243 56 98 324 243 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 176 38 
2564(r-1-3)110707-115400_e_01_0010.bmp 321 242 56 92 326 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 177 46 
2564(r-1-3)110707-115400_e_01_0011.bmp 318 242 58 89 324 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 154 26 
2565(r-1-3)110707-115400_e_00_0000.bmp 320 242 59 18 316 242 96 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 169 31 
2565(r-1-3)110707-115400_e_00_0001.bmp 314 246 55 52 311 246 98 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 306 164 20 
2565(r-1-3)110707-115400_e_00_0002.bmp 321 242 59 69 318 242 101 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 308 160 30 
2565(r-1-3)110707-115400_e_00_0003.bmp 321 244 60 64 317 244 101 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 307 158 26 
2565(r-1-3)110707-115400_e_00_0004.bmp 318 243 64 69 315 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 315 151 20 
2565(r-1-3)110707-115400_e_00_0005.bmp 319 244 61 30 318 244 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 302 186 27 
2565(r-1-3)110707-115400_e_00_0006.bmp 319 242 64 73 316 242 105 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 300 153 27 
2565(r-1-3)110707-115400_e_00_0007.bmp 319 242 58 83 315 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 157 1 
2565(r-1-3)110707-115400_e_00_0008.bmp 320 243 58 73 316 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 157 34 
2565(r-1-3)110707-115400_e_00_0009.bmp 319 241 56 69 316 241 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 300 164 30 
2565(r-1-3)110707-115400_e_00_0010.bmp 320 242 58 82 317 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 158 1 
2565(r-1-3)110707-115400_e_01_0000.bmp 319 241 59 36 321 241 96 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 333 160 25 
2565(r-1-3)110707-115400_e_01_0001.bmp 320 244 61 64 322 244 101 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 133 1 
2565(r-1-3)110707-115400_e_01_0002.bmp 320 241 62 77 323 241 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 368 164 18 
2565(r-1-3)110707-115400_e_01_0003.bmp 318 244 61 65 321 244 102 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 333 148 20 
2565(r-1-3)110707-115400_e_01_0004.bmp 319 243 64 67 322 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 340 162 20 
2565(r-1-3)110707-115400_e_01_0005.bmp 319 242 62 75 322 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 329 144 17 
2565(r-1-3)110707-115400_e_01_0006.bmp 320 242 66 87 323 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 341 144 18 
2565(r-1-3)110707-115400_e_01_0007.bmp 319 243 60 77 321 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 333 151 24 
2565(r-1-3)110707-115400_e_01_0008.bmp 319 242 58 80 323 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 341 149 29 
2565(r-1-3)110707-115400_e_01_0009.bmp 320 241 57 64 323 241 101 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 336 155 28 
2565(r-1-3)110707-115400_e_01_0010.bmp 320 242 59 74 323 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 252 164 15 
2566(r-1-3)110707-115400_e_00_0000.bmp 319 241 49 100 315 241 100 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 286 156 16 
2566(r-1-3)110707-115400_e_00_0001.bmp 320 243 49 100 316 243 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 282 158 22 
2566(r-1-3)110707-115400_e_00_0002.bmp 318 241 49 96 315 241 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 281 153 17 
2566(r-1-3)110707-115400_e_00_0003.bmp 320 244 50 100 316 244 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 282 163 24 
2566(r-1-3)110707-115400_e_00_0004.bmp 320 242 44 96 317 242 101 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 157 1 
2566(r-1-3)110707-115400_e_00_0005.bmp 317 245 57 67 313 245 119 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 280 146 21 
2566(r-1-3)110707-115400_e_00_0006.bmp 319 243 57 65 316 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 138 1 
2566(r-1-3)110707-115400_e_00_0007.bmp 318 241 57 69 314 241 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 271 143 21 
2566(r-1-3)110707-115400_e_00_0008.bmp 320 243 55 79 316 243 118 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 150 1 
2566(r-1-3)110707-115400_e_00_0009.bmp 318 242 55 75 313 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 262 142 17 
2566(r-1-3)110707-115400_e_01_0000.bmp 319 244 40 100 326 246 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 184 30 
2566(r-1-3)110707-115400_e_01_0001.bmp 320 241 47 100 325 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 179 30 
2566(r-1-3)110707-115400_e_01_0002.bmp 319 243 44 100 324 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 360 183 31 
2566(r-1-3)110707-115400_e_01_0003.bmp 321 242 50 100 326 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 184 30 
2566(r-1-3)110707-115400_e_01_0004.bmp 323 242 42 100 327 242 101 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 381 186 28 
2566(r-1-3)110707-115400_e_01_0005.bmp 320 244 48 100 325 244 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 181 26 
2566(r-1-3)110707-115400_e_01_0006.bmp 318 242 50 100 325 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 163 28 
2566(r-1-3)110707-115400_e_01_0007.bmp 320 242 55 68 327 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 173 29 
2566(r-1-3)110707-115400_e_01_0008.bmp 319 243 54 84 327 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 345 173 29 
2566(r-1-3)110707-115400_e_01_0009.bmp 319 242 54 76 326 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 345 170 27 
2567(r-1-3)110707-115400_e_00_0000.bmp 324 238 63 80 322 238 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 159 21 
2567(r-1-3)110707-115400_e_00_0001.bmp 319 242 63 78 316 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 290 158 25 
2567(r-1-3)110707-115400_e_00_0002.bmp 318 241 63 80 315 241 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 161 24 
2567(r-1-3)110707-115400_e_00_0003.bmp 317 242 63 95 312 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 287 164 23 
2567(r-1-3)110707-115400_e_00_0004.bmp 320 242 63 69 315 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 333 132 29 
2567(r-1-3)110707-115400_e_00_0005.bmp 319 242 65 66 316 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 170 24 
2567(r-1-3)110707-115400_e_00_0006.bmp 318 241 64 65 314 241 117 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 315 161 26 
2567(r-1-3)110707-115400_e_00_0007.bmp 319 241 63 93 314 241 115 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 321 160 22 
2567(r-1-3)110707-115400_e_00_0008.bmp 317 243 66 67 315 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 162 25 
2567(r-1-3)110707-115400_e_00_0009.bmp 318 241 61 68 315 241 115 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 322 164 27 
2567(r-1-3)110707-115400_e_00_0010.bmp 320 242 63 68 317 242 115 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 342 161 22 
2567(r-1-3)110707-115400_e_01_0000.bmp 322 237 57 97 326 237 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 326 160 26 
2567(r-1-3)110707-115400_e_01_0001.bmp 319 242 63 97 321 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 340 159 28 
2567(r-1-3)110707-115400_e_01_0002.bmp 319 242 64 59 322 242 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 164 25 
2567(r-1-3)110707-115400_e_01_0003.bmp 318 243 64 60 321 243 119 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 322 167 26 
2567(r-1-3)110707-115400_e_01_0004.bmp 317 240 67 65 318 240 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 337 170 21 
2567(r-1-3)110707-115400_e_01_0005.bmp 320 242 66 64 322 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 317 168 21 
2567(r-1-3)110707-115400_e_01_0006.bmp 319 243 63 68 321 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 327 143 23 
2567(r-1-3)110707-115400_e_01_0007.bmp 317 244 61 95 320 244 117 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 321 169 26 
2567(r-1-3)110707-115400_e_01_0008.bmp 319 241 65 81 320 241 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 338 164 26 
2567(r-1-3)110707-115400_e_01_0009.bmp 319 242 61 96 322 242 115 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 323 168 28 
2567(r-1-3)110707-115400_e_01_0010.bmp 318 242 61 81 321 242 113 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 322 162 28 
2568(r-1-3)110707-115400_e_00_0000.bmp 315 241 55 63 314 241 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 159 54 
2568(r-1-3)110707-115400_e_00_0001.bmp 319 242 59 49 318 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 327 158 51 
2568(r-1-3)110707-115400_e_00_0002.bmp 318 245 59 70 316 245 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 163 60 
